"estimate"	"std.error"	"statistic"	"df"	"p.value"	"conf.low"	"conf.high"	"true_vals"	"cov"	"bias"	"width"	"term"	"name"	"Method"	"lower"	"upper"
"1"	-2.34421640277479	5.38907847292673	-0.441903986005459	71.0545083314265	0.52476822901219	-13.4319972376481	8.74356443209856	-0.838173056685837	1	-1.50604334608896	22.1755616697467	"(Intercept)"	"60"	"PMM"	-12.5938241809623	9.5817374887844
"2"	-1.44302699566627	5.23108640542053	-0.28485729943617	109.661884129631	0.477538252070632	-12.1700911341773	9.28403714284471	-0.838173056685837	0.99	-0.604853938980437	21.454128277022	"(Intercept)"	"60"	"CART"	-11.3319180774914	10.1222101995305
"3"	-2.59206780504739	5.36314329894027	-0.49501213186473	84.1551594788283	0.489873794940247	-13.6530667333545	8.46893112325975	-0.838173056685837	0.99	-1.75389474836156	22.1219978566143	"(Intercept)"	"60"	"RF"	-12.8148936766687	9.30710417994559
"4"	-2.85695384686715	4.93911506798732	-0.566616370885123	179.868369950589	0.416418121098913	-12.820257376772	7.1063496830377	-0.838173056685837	0.96	-2.01878079018131	19.9266070598097	"(Intercept)"	"60"	"ParamDefault_predicted"	-11.9820843200862	7.94452273972355
"5"	-5.29776328096438	5.40617014170482	-0.986033441364678	64.9590633243773	0.372085833576552	-16.4655008417692	5.86997427984042	-0.838173056685837	0.97	-4.45959022427855	22.3354751216096	"(Intercept)"	"60"	"ParamDefault_predicted.observed"	-15.6273277850833	6.70814733652625
"6"	-2.9552145893322	4.91041908630352	-0.583765182284179	157.905868273604	0.412948968005313	-12.8423932825232	6.93196410385883	-0.838173056685837	0.96	-2.11704153264636	19.774357386382	"(Intercept)"	"60"	"ParamDefault_original.observed"	-12.0042202258374	7.77013716054466
"7"	-3.0991812865436	4.41814169189276	-0.776782538397621	393.392197206142	0.374124917996021	-11.9680773458719	5.76971477278467	-0.838173056685837	0.91	-2.26100822985777	17.7377921186565	"(Intercept)"	"60"	"Random_predicted"	-11.129904289186	6.60788782947051
"8"	-5.65081237363436	5.73009612054832	-0.978074569484608	60.5067801510157	0.35521022604119	-17.7346558699569	6.43303112268819	-0.838173056685837	0.98	-4.81263931694852	24.1676869926451	"(Intercept)"	"60"	"Random_predicted.observed"	-16.8964828132711	7.27120417937402
"9"	-4.36013804287597	4.5140292179195	-1.15370056464009	340.913938334922	0.34376044440683	-13.4451822829853	4.72490619723339	-0.838173056685837	0.83	-3.52196498619013	18.1700884802187	"(Intercept)"	"60"	"Random_original.observed"	-12.6070092262995	5.56307925391923
"10"	-3.06312393759917	5.55485991374856	-0.59688642983238	252.882389193318	0.477460330931425	-14.121559638416	7.99531176321764	-0.838173056685837	0.94	-2.22495088091333	22.1168714016336	"(Intercept)"	"60"	"AllParam_predicted"	-13.2833865817301	8.83348481990347
"11"	-5.2837466989213	5.4929838562627	-0.953191956787436	85.308935052281	0.388365436883354	-16.6790470030464	6.1115536052038	-0.838173056685837	0.97	-4.44557364223546	22.7906006082502	"(Intercept)"	"60"	"AllParam_predicted.observed"	-15.8408739463606	6.94972666188963
"12"	-3.0777244665439	5.54399908163067	-0.592856602093451	248.503863450925	0.470597363960354	-14.1118549568579	7.95640602377013	-0.838173056685837	0.94	-2.23955140985806	22.0682609806281	"(Intercept)"	"60"	"AllParam_original.observed"	-13.2736819001721	8.79457908045597
"13"	-1.98153937526564	4.43885234367571	-0.452623586450976	399.296001315282	0.416420984112517	-10.7912795454269	6.82820079489564	-0.838173056685837	0.92	-1.1433663185798	17.6194803403225	"(Intercept)"	"60"	"Mixgb - Pmm.Null"	-9.95310648874107	7.66637385158147
"14"	-4.92924471241474	5.08415852287424	-0.98654019174057	100.705778860149	0.366637995326158	-15.2745911362538	5.41610171142431	-0.838173056685837	0.88	-4.09107165572891	20.6906928476781	"(Intercept)"	"60"	"Mixgb - Pmm.1"	-14.436418079568	6.25427476811015
"15"	-4.98658415806144	5.02791196068689	-0.997627485307953	96.1610947046385	0.356953892416298	-15.1654586955834	5.19229037946049	-0.838173056685837	0.91	-4.1484111013756	20.3577490750439	"(Intercept)"	"60"	"Mixgb - Pmm.2"	-14.3272856388975	6.03046343614633
"16"	1.32489848985802	1.04053230960876	1.3187390613434	41.5203041408065	0.28645700390532	-0.856107726814092	3.50590470653012	1.1301533642059	1	0.194745125652117	4.36201243334422	"I(z^2)"	"60"	"PMM"	-1.98626109101999	2.37575134232422
"17"	1.14712669506016	1.08298467173782	1.10167512579024	40.1766207191802	0.339641488377336	-1.17583914684238	3.4700925369627	1.1301533642059	0.96	0.0169733308542633	4.64593168380508	"I(z^2)"	"60"	"CART"	-2.30599251104828	2.3399391727568
"18"	1.04048776784086	1.05607627950959	1.02308209117162	67.257259510684	0.349400339583331	-1.21070178303847	3.29167731872019	1.1301533642059	0.99	-0.0896655963650411	4.50237910175866	"I(z^2)"	"60"	"RF"	-2.34085514724437	2.16152395451429
"19"	1.105184876621	1.13009369059585	1.08718145096885	49.395886939986	0.356512868784624	-1.35652494952994	3.56689470277193	1.1301533642059	0.96	-0.024968487584901	4.92341965230187	"I(z^2)"	"60"	"ParamDefault_predicted"	-2.48667831373583	2.43674133856603
"20"	1.11733721014106	1.1791792288883	1.04981053936942	37.8516182829941	0.399222937871373	-1.47397569808185	3.70865011836397	1.1301533642059	0.95	-0.0128161540648405	5.18262581644582	"I(z^2)"	"60"	"ParamDefault_predicted.observed"	-2.60412906228775	2.57849675415807
"21"	1.06944927025714	1.13502787058202	1.03445532973581	39.2991188400156	0.38765295040309	-1.40186525231382	3.5407637928281	1.1301533642059	0.96	-0.0607040939487608	4.94262904514192	"I(z^2)"	"60"	"ParamDefault_original.observed"	-2.53201861651972	2.4106104286222
"22"	0.874103771478948	0.970995111899972	1.01905629875448	283.947229824818	0.32642708347176	-1.17342398894188	2.92163153189977	1.1301533642059	0.91	-0.25604959272695	4.09505552084165	"I(z^2)"	"60"	"Random_predicted"	-2.30357735314777	1.79147816769387
"23"	1.15324157045407	1.21764468912508	0.988296224079891	19.5699599342181	0.395839291267909	-1.55378105209647	3.86026419300461	1.1301533642059	0.96	0.0230882062481757	5.41404524510109	"I(z^2)"	"60"	"Random_predicted.observed"	-2.68393441630237	2.73011082879872
"24"	1.02302560863304	0.969506383414191	1.20414387472718	257.318315236191	0.314892353776046	-1.01439444811984	3.06044566538592	1.1301533642059	0.94	-0.107127755572857	4.07484011350575	"I(z^2)"	"60"	"Random_original.observed"	-2.14454781232573	1.93029230118002
"25"	0.416983194597672	1.22968128877052	0.411443673383778	93.6853962667538	0.429200833201523	-2.17424998353483	3.00821637273017	1.1301533642059	0.83	-0.713170169608227	5.18246635626499	"I(z^2)"	"60"	"AllParam_predicted"	-3.30440334774072	1.87806300852427
"26"	1.12685307477747	1.20481179178365	0.977317038980991	28.2765706330038	0.41527397154229	-1.53166831883979	3.78537446839474	1.1301533642059	0.98	-0.00330028942842909	5.31704278723453	"I(z^2)"	"60"	"AllParam_predicted.observed"	-2.66182168304569	2.65522110418883
"27"	0.378002571942522	1.22688113363911	0.348107631105009	77.6025200285226	0.427767138653871	-2.20775496206719	2.96376010595223	1.1301533642059	0.86	-0.752150792263377	5.17151506801942	"I(z^2)"	"60"	"AllParam_original.observed"	-3.33790832627309	1.83360674174633
"28"	1.0181548282263	0.893985048724036	1.19623800368399	158.740544802212	0.296443620134222	-0.793125532239964	2.82943518869256	1.1301533642059	0.85	-0.111998535979599	3.62256072093252	"I(z^2)"	"60"	"Mixgb - Pmm.Null"	-1.92327889644586	1.69928182448666
"29"	1.17684515053274	1.0411407057631	1.1925660880226	44.9938660527723	0.333200720859482	-1.02455706880056	3.37824736986603	1.1301533642059	0.97	0.0466917863268395	4.40280443866659	"I(z^2)"	"60"	"Mixgb - Pmm.1"	-2.15471043300646	2.24809400566014
"30"	1.15405276381783	1.01673521924527	1.1817179607126	55.7739090482741	0.306699620198093	-0.973544206625005	3.28164973426066	1.1301533642059	0.94	0.0238993996119274	4.25519394088566	"I(z^2)"	"60"	"Mixgb - Pmm.2"	-2.1036975708309	2.15149637005476
"31"	3.81371203534418	1.62528369410667	2.3927809041575	73.2158562061434	0.0801949433453703	0.447968902999856	7.17945516768851	3.27278852053366	1	0.540923514810524	6.73148626468865	"x"	"60"	"PMM"	-2.8248196175338	3.90666664715485
"32"	3.47048607157213	1.58400525008884	2.25018035508347	92.9407768047612	0.127668924925406	0.199583720662164	6.74138842248208	3.27278852053366	0.98	0.197697551038466	6.54180470181992	"x"	"60"	"CART"	-3.0732047998715	3.46859990194843
"33"	3.86710971788423	1.61805060222288	2.44321370477657	66.4500861573068	0.0870104447567375	0.508839167879893	7.22538026788857	3.27278852053366	0.99	0.594321197350572	6.71654110000868	"x"	"60"	"RF"	-2.76394935265377	3.95259174735491
"34"	3.78605675565476	1.50988502804977	2.52746668177817	157.084801219169	0.097562388862772	0.72451412676733	6.8475993845422	3.27278852053366	0.97	0.513268235121105	6.12308525777487	"x"	"60"	"ParamDefault_predicted"	-2.54827439376633	3.57481086400854
"35"	4.72355632153254	1.64967294125451	2.90954806259526	56.9789410218534	0.0431728671623988	1.28642617789	8.16068646517508	3.27278852053366	0.93	1.45076780099888	6.87426028728508	"x"	"60"	"ParamDefault_predicted.observed"	-1.98636234264366	4.88789794464142
"36"	3.82426912699127	1.50168194174144	2.55790099345506	136.53012600187	0.0925785636998005	0.784235253142419	6.86430300084013	3.27278852053366	0.95	0.551480606457616	6.08006774769771	"x"	"60"	"ParamDefault_original.observed"	-2.48855326739124	3.59151448030647
"37"	4.42900968383615	1.34360775251025	3.79167095112953	371.171550174781	0.0721183107178872	1.71971909613739	7.13830027153491	3.27278852053366	0.79	1.15622116330249	5.41858117539752	"x"	"60"	"Random_predicted"	-1.55306942439627	3.86551175100125
"38"	4.89354993524184	1.75080159645863	2.88015037733336	49.7679337459632	0.0490883456496813	1.161354187395	8.62574568308869	3.27278852053366	0.96	1.62076141470818	7.46439149569369	"x"	"60"	"Random_predicted.observed"	-2.11143433313866	5.35295716255503
"39"	4.81252206799274	1.36966117343533	4.03634618555185	334.581414761806	0.0660679516711058	2.04278617812184	7.58225795786363	3.27278852053366	0.73	1.53973354745908	5.53947177974179	"x"	"60"	"Random_original.observed"	-1.23000234241182	4.30946943732997
"40"	3.78008110422543	1.67431012784409	2.36725108764251	229.162679700173	0.154480640343014	0.437732572432925	7.12242963601794	3.27278852053366	0.93	0.507292583691774	6.68469706358502	"x"	"60"	"AllParam_predicted"	-2.83505594810073	3.84964111548428
"41"	4.76852782493312	1.66962909649533	2.90741005511739	75.030000805511	0.0436082136202973	1.2759717292164	8.26108392064984	3.27278852053366	0.95	1.49573930439946	6.98511219143344	"x"	"60"	"AllParam_predicted.observed"	-1.99681679131726	4.98829540011618
"42"	3.7862001016754	1.66837520624669	2.36942244771306	232.695995360102	0.151818800728661	0.456655510676101	7.1157446926747	3.27278852053366	0.94	0.513411581141739	6.65908918199859	"x"	"60"	"AllParam_original.observed"	-2.81613300985756	3.84295617214103
"43"	3.43712530498374	1.33983683284778	2.6049562898892	372.92003580065	0.103702194888045	0.774115615250255	6.10013499471722	3.27278852053366	0.91	0.164336784450077	5.32601937946696	"x"	"60"	"Mixgb - Pmm.Null"	-2.4986729052834	2.82734647418356
"44"	4.49930152269231	1.53616682258512	2.98038090366528	87.4538588994813	0.0538675757054724	1.35658505849165	7.64201798689297	3.27278852053366	0.87	1.22651300215865	6.28543292840132	"x"	"60"	"Mixgb - Pmm.1"	-1.91620346204201	4.36922946635931
"45"	4.54921320137948	1.51952894943496	3.02914847427371	89.2249964858146	0.040581135109805	1.45596293465562	7.64246346810334	3.27278852053366	0.91	1.27642468084582	6.18650053344772	"x"	"60"	"Mixgb - Pmm.2"	-1.81682558587804	4.36967494756968
"46"	1.98185454234752	1.20697779670007	1.67537973061224	67.6911620845287	0.181006486360475	-0.548726804501945	4.51243588919698	2.83193049001121	0.95	-0.850075947663694	5.06116269369892	"x:z"	"60"	"PMM"	-3.38065729451316	1.68050539918577
"47"	2.65769723132473	1.28862883145531	2.16816012462478	44.8494344071777	0.144206075445054	-0.125836990883811	5.44123145353326	2.83193049001121	0.98	-0.174233258686485	5.56706844441708	"x:z"	"60"	"CART"	-2.95776748089502	2.60930096352205
"48"	2.61734954006481	1.24500451327607	2.18605162808973	52.0662344796035	0.127695106845394	-0.0399307288414239	5.27462980897104	2.83193049001121	0.98	-0.214580949946404	5.31456053781246	"x:z"	"60"	"RF"	-2.87186121885264	2.44269931895983
"49"	2.71263485380963	1.35175842164811	2.10145299366629	32.742826222802	0.165105909250022	-0.23504108930911	5.66031079692837	2.83193049001121	0.95	-0.119295636201583	5.89535188623747	"x:z"	"60"	"ParamDefault_predicted"	-3.06697157932032	2.82838030691715
"50"	2.20498158870359	1.37223955877333	1.69309257295116	31.5406383400859	0.212065771314591	-0.812593672703178	5.22255685011036	2.83193049001121	0.96	-0.626948901307621	6.03515052281354	"x:z"	"60"	"ParamDefault_predicted.observed"	-3.64452416271439	2.39062636009915
"51"	2.75847839281478	1.37644145594888	2.11800839707102	32.5805608255983	0.165820057607737	-0.263251499179646	5.78020828480922	2.83193049001121	0.93	-0.0734520971964272	6.04345978398886	"x:z"	"60"	"ParamDefault_original.observed"	-3.09518198919086	2.948277794798
"52"	0.746666299315534	1.13959263690429	-1.05806775567477	264.001219982251	0.116758750414598	-1.69071990314455	3.18405250177562	2.83193049001121	0.69	-2.08526419069568	4.87477240492017	"x:z"	"60"	"Random_predicted"	-4.52265039315576	0.352122011764405
"53"	1.89211739196019	1.43792401029103	1.45630101011741	28.3921137673172	0.275359497874971	-1.31699233660168	5.10122712052206	2.83193049001121	0.95	-0.939813098051025	6.41821945712374	"x:z"	"60"	"Random_predicted.observed"	-4.14892282661289	2.26929663051084
"54"	0.478993219559456	1.12908109958639	-1.0989939616764	247.211923754746	0.124103699588457	-1.91908089315793	2.87706733227684	2.83193049001121	0.7	-2.35293727045176	4.79614822543477	"x:z"	"60"	"Random_original.observed"	-4.75101138316914	0.0451368422656295
