"","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","true_vals","cov","bias","width","method","percentage"
"49","I(z^2)",0.124365227039983,1.04763014169658,0.105519680285212,30.9855211623206,0.373173102928107,-2.09207660033077,2.34080705441073,0.847676846995064,0.8,-0.72331161995508,4.4328836547415,"G1_G2_together","60"
"50","x:z",4.04741974078668,1.19041003350998,3.55211883856639,33.049360475034,0.0335001510503009,1.54803795796152,6.54680152361183,3.04617174488686,0.7,1.00124799589982,4.99876356565031,"G1_G2_together","60"
"51","(Intercept)",0.38437351540883,4.62919365296865,0.0836665212818066,344.84274287932,0.544919051546565,-8.75409781509885,9.52284484591651,-0.11438296016576,1,0.49875647557459,18.2769426610154,"G1_G3_together","20"
"52","x",3.03753542421487,1.3810509262279,2.21770881128046,338.258583203621,0.0753388276664308,0.307752947311658,5.76731790111807,3.07137064502332,1,-0.0338352208084503,5.45956495380641,"G1_G3_together","20"
"53","z",2.47132787020448,3.02553015910531,0.812924281379963,273.743541434238,0.468253019518053,-3.56037067227506,8.50302641268403,1.01667552694845,0.9,1.45465234325603,12.0633970849591,"G1_G3_together","20"
"54","I(z^2)",0.39323825948855,0.898941990565813,0.432738437584003,158.459560642957,0.414700496480346,-1.40337663181453,2.18985315079163,0.847676846995064,1,-0.454438587506514,3.59322978260616,"G1_G3_together","20"
"55","x:z",2.8166367233625,1.02729409761924,2.75111106245998,263.166875194606,0.0953846667144441,0.77056483784557,4.86270860887943,3.04617174488686,1,-0.229535021524361,4.09214377103386,"G1_G3_together","20"
"56","(Intercept)",0.619668652305502,6.54668803168552,0.20766588682864,53.1316212009751,0.494648996253618,-13.5962204476674,14.8355577522784,-0.11438296016576,1,0.734051612471262,28.4317781999457,"G1_G3_together","60"
"57","x",3.17315086387009,2.08520956316794,1.50747014201634,28.0583702650228,0.244329842704431,-1.45918236099681,7.80548408873698,3.07137064502332,1,0.101780218846771,9.26466644973378,"G1_G3_together","60"
"58","z",2.59406943935674,4.09413687191061,0.614472510619771,22.6947549122816,0.401588517505706,-6.19324154912514,11.3813804278386,1.01667552694845,0.9,1.57739391240829,17.5746219769638,"G1_G3_together","60"
"59","I(z^2)",-0.372065432511438,1.27910725488624,-0.199576503065167,33.2842972761392,0.608578280208571,-3.18554201375909,2.44141114873621,0.847676846995064,1,-1.2197422795065,5.6269531624953,"G1_G3_together","60"
"60","x:z",2.94536133561795,1.39441266634958,2.14626380960616,18.3769881637847,0.100457774928177,-0.044440197694389,5.93516286893029,3.04617174488686,0.9,-0.100810409268907,5.97960306662469,"G1_G3_together","60"
"61","(Intercept)",0.302384856349013,4.60252404409916,0.0783908465871162,344.639854418923,0.568328066937574,-8.79688460076814,9.40165431346616,-0.11438296016576,1,0.416767816514773,18.1985389142343,"all_together","20"
"62","x",3.05190921413093,1.37723227798486,2.21374460205837,297.25891844167,0.0699817416688381,0.326293282717167,5.77752514554469,3.07137064502332,1,-0.0194614308923873,5.45123186282752,"all_together","20"
"63","z",1.21761934081521,3.08980047040974,0.403947526318095,183.428190270592,0.584624128755867,-4.98655604500618,7.4217947266366,1.01667552694845,1,0.200943813866758,12.4083507716428,"all_together","20"
"64","I(z^2)",0.303333027780584,0.905855343885555,0.368617180534343,253.464332990287,0.557358298769602,-1.52487125249618,2.13153730805735,0.847676846995064,1,-0.54434381921448,3.65640856055353,"all_together","20"
"65","x:z",3.1636252432256,1.04713028526035,3.01178895354869,192.343127063024,0.0333881348017545,1.0605716830668,5.2666788033844,3.04617174488686,1,0.117453498338735,4.2061071203176,"all_together","20"
"66","(Intercept)",-0.236488668944386,5.53358578979303,0.0404665445975674,74.453674276471,0.406429225183643,-11.7309415349593,11.2579641970705,-0.11438296016576,1,-0.122105708778626,22.9889057320298,"all_together","60"
"67","x",3.25428548736767,1.67814255435023,1.8983898959482,81.8765886815316,0.172134992376508,-0.257806471646373,6.76637744638172,3.07137064502332,1,0.182914842344358,7.02418391802809,"all_together","60"
"68","z",-0.0453023575511782,3.8703150338331,0.100337133069471,34.9108701242208,0.451832915595537,-8.35859944420877,8.26799472910642,1.01667552694845,0.9,-1.06197788449963,16.6265941733152,"all_together","60"
"69","I(z^2)",0.0406427667127966,1.24794661773527,0.0102513098149477,17.20599682169,0.569073612065265,-2.73777353945164,2.81905907287723,0.847676846995064,0.9,-0.807034080282267,5.55683261232887,"all_together","60"
"70","x:z",3.47669060554153,1.3530480518418,2.63344405825661,35.9432473144141,0.0637104929554555,0.530327111692002,6.42305409939106,3.04617174488686,0.9,0.430518860654672,5.89272698769906,"all_together","60"
