"","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","true_vals","cov","bias","width","method","percentage"
"45","x:z",3.17740593701627,0.953928856919308,3.32957086099999,394.046486857104,0.0348887967508407,1.29658665420033,5.05822521983221,3.04617174488686,1,0.131234192129413,3.76163856563188,"G1_G2_together","20"
"46","(Intercept)",2.1750967138115,4.90138414824393,0.485422628330325,96.425127390102,0.364794330273773,-7.68154957098943,12.0317429986124,-0.11438296016576,0.9,2.28947967397726,19.7132925696019,"G1_G2_together","60"
"47","x",2.2947326764722,1.48202612057998,1.52542679421345,86.1721315823918,0.370081510861518,-0.698129412301264,5.28759476524566,3.07137064502332,0.9,-0.77663796855112,5.98572417754692,"G1_G2_together","60"
"48","z",-0.73724955849726,3.65011282132239,-0.165208848270654,87.2593013780124,0.520070590191886,-8.52304097410745,7.04854185711293,1.01667552694845,0.9,-1.75392508544571,15.5715828312204,"G1_G2_together","60"
"49","I(z^2)",0.306656648077813,1.07876575100463,0.205176000822881,50.9628957443413,0.387842263877996,-2.00039668846838,2.613709984624,0.847676846995064,0.9,-0.541020198917251,4.61410667309238,"G1_G2_together","60"
"50","x:z",3.85442735286926,1.24135779632688,3.27607281141596,50.9944879646276,0.052379752737819,1.20479194504889,6.50406276068963,3.04617174488686,0.9,0.808255607982402,5.29927081564074,"G1_G2_together","60"
"51","(Intercept)",0.173398886264269,4.68396600540235,0.0429802815342006,418.523551589406,0.583074289559347,-9.091647988501,9.43844576102953,-0.11438296016576,1,0.287781846430029,18.5300937495305,"G1_G3_together","20"
"52","x",3.1469180612071,1.41470424600659,2.23549793315768,370.600916801918,0.0714561777252657,0.336312669103916,5.95752345331028,3.07137064502332,1,0.0755474161837806,5.62121078420636,"G1_G3_together","20"
"53","z",2.81855849812093,3.11061338458175,0.898857208696638,281.181063147562,0.429312149627363,-3.41935946234764,9.0564764585895,1.01667552694845,0.9,1.80188297117248,12.4758359209371,"G1_G3_together","20"
"54","I(z^2)",0.32744445135106,0.911983533957801,0.38319927536908,179.01643657031,0.502591843096791,-1.49440348513905,2.14929238784117,0.847676846995064,1,-0.520232395644004,3.64369587298022,"G1_G3_together","20"
"55","x:z",2.72122673826822,1.03519808519672,2.663903592632,260.847838633495,0.0706765343055441,0.658687448826477,4.78376602770997,3.04617174488686,1,-0.324945006618636,4.12507857888349,"G1_G3_together","20"
"56","(Intercept)",1.31820734732196,5.49360843498596,0.25691098437766,101.45045238927,0.449951640558913,-9.91215657959572,12.5485712742396,-0.11438296016576,1,1.43259030748772,22.4607278538354,"G1_G3_together","60"
"57","x",2.93225337743263,1.66860117496417,1.79306342155971,99.4455629452502,0.215906919112061,-0.508110192510271,6.37261694737553,3.07137064502332,1,-0.139117267590685,6.8807271398858,"G1_G3_together","60"
"58","z",2.39079436057677,4.26883071926208,0.601573679856828,24.1232972812018,0.436243896684063,-6.95838098850873,11.7399697096623,1.01667552694845,0.9,1.37411883362831,18.698350698171,"G1_G3_together","60"
"59","I(z^2)",-0.225748392988034,1.34488814177715,-0.235613096055652,12.7119647301185,0.551357098060507,-3.22702954875378,2.77553276277771,0.847676846995064,0.8,-1.0734252399831,6.0025623115315,"G1_G3_together","60"
"60","x:z",2.93562140785335,1.41221194561379,2.17895000684427,18.7320171495778,0.1288777811735,-0.125246410050654,5.99648922575735,3.04617174488686,0.9,-0.11055033703351,6.12173563580801,"G1_G3_together","60"
"61","(Intercept)",0.190909964826337,4.57216509711792,0.0574844873645524,440.956247596523,0.558498497516048,-8.84630560345353,9.2281255331062,-0.11438296016576,1,0.305292924992097,18.0744311365597,"all_together","20"
"62","x",3.08969711436337,1.36560631798963,2.25848087537565,412.516049284134,0.0660017855679722,0.388264423520715,5.79112980520603,3.07137064502332,1,0.0183264693400568,5.40286538168531,"all_together","20"
"63","z",1.33176829544176,3.070676592698,0.427269138639282,129.515506443889,0.55203427032191,-4.81510747484723,7.47864406573075,1.01667552694845,1,0.315092768493309,12.293751540578,"all_together","20"
"64","I(z^2)",0.355969281089193,0.89793415761985,0.415069348768101,176.282089030048,0.529709463286172,-1.4479578147036,2.15989637688198,0.847676846995064,1,-0.491707565905871,3.60785419158558,"all_together","20"
"65","x:z",3.11089462155437,1.04181022713065,3.00096053467884,111.568396229106,0.039520570581076,1.02634736794931,5.19544187515943,3.04617174488686,1,0.0647228766675104,4.16909450721012,"all_together","20"
"66","(Intercept)",-0.411835461110531,5.28002700940808,-0.0979941387717274,71.0927860553711,0.390933722907746,-11.1843713030064,10.3607003807853,-0.11438296016576,1,-0.297452500944771,21.5450716837916,"all_together","60"
"67","x",3.28719410921191,1.60060335339944,2.10954265502654,56.641916708323,0.18895826745577,-7.91244365823118e-06,6.57439613086747,3.07137064502332,0.9,0.215823464188592,6.57440404331113,"all_together","60"
"68","z",-0.336380771371344,3.64864632592674,-0.0194088127555193,73.2225966550978,0.491613514222282,-7.98791864674985,7.31515710400716,1.01667552694845,0.9,-1.3530562983198,15.303075750757,"all_together","60"
"69","I(z^2)",-0.08384998903881,1.13315629880448,-0.144498974957346,41.5092663714329,0.489187434633317,-2.5154535439432,2.34775356586558,0.847676846995064,0.9,-0.931526836033874,4.86320710980879,"all_together","60"
"70","x:z",3.57203732816839,1.23977108850391,2.99052084537087,45.8500529006451,0.0719191879354744,0.966742285933218,6.17733237040357,3.04617174488686,0.7,0.525865583281532,5.21059008447035,"all_together","60"
